timestamp,open,high,low,close,volume
2025-06-01 00:00:00,156.49,156.54,153.62,154.73,209.138
2025-06-01 04:00:00,154.74,155.85,154.22,154.22,444.513
2025-06-01 08:00:00,153.86,153.86,150.75,152.12,112.983
2025-06-01 12:00:00,151.74,154.52,150.75,153.9,110.992
2025-06-01 16:00:00,154.54,156.59,153.62,155.67,203.364
2025-06-01 20:00:00,155.67,157.87,155.22,157.71,321.148
2025-06-02 00:00:00,157.74,158.76,155.42,155.42,369.359
2025-06-02 04:00:00,155.44,156.52,154.77,155.65,55.452
2025-06-02 08:00:00,155.53,155.99,153.13,153.6,88.459
2025-06-02 12:00:00,153.55,154.3,151.9,152.73,105.408
2025-06-02 16:00:00,152.84,155.0,151.92,152.39,197.326
2025-06-02 20:00:00,153.19,157.29,153.19,157.05,203.255
2025-06-03 00:00:00,156.67,162.17,156.46,159.43,373.559
2025-06-03 04:00:00,159.1,160.05,158.42,159.5,89.282
2025-06-03 08:00:00,159.38,161.57,158.5,160.8,105.423
2025-06-03 12:00:00,160.47,163.41,159.68,162.09,287.554
2025-06-03 16:00:00,162.02,162.02,160.16,160.53,305.744
2025-06-03 20:00:00,160.45,160.45,154.34,155.33,499.972
2025-06-04 00:00:00,155.21,157.52,154.38,157.02,197.703
2025-06-04 04:00:00,156.86,156.93,155.85,156.52,129.668
2025-06-04 08:00:00,157.09,157.77,155.81,156.15,17.433
2025-06-04 12:00:00,155.98,157.77,154.74,157.03,195.027
2025-06-04 16:00:00,157.06,157.48,155.46,155.46,86.364
2025-06-04 20:00:00,155.41,155.46,152.99,153.43,783.052
2025-06-05 00:00:00,153.36,154.33,153.11,153.79,153.96
2025-06-05 04:00:00,153.74,154.05,152.1,152.65,109.701
2025-06-05 08:00:00,152.81,152.92,151.41,152.2,253.29
2025-06-05 12:00:00,152.27,154.3,148.72,151.49,205.631
2025-06-05 16:00:00,150.96,150.96,144.62,146.4,1825.546
2025-06-05 20:00:00,146.08,146.52,141.69,144.52,344.255
2025-06-06 00:00:00,144.53,146.93,144.41,146.93,373.52
2025-06-06 04:00:00,146.93,148.18,146.87,147.31,145.881
2025-06-06 08:00:00,147.39,149.5,147.39,149.07,42.483
2025-06-06 12:00:00,149.21,152.28,149.21,150.65,290.58
2025-06-06 16:00:00,151.0,151.2,148.62,149.17,138.212
2025-06-06 20:00:00,149.01,149.98,147.79,147.79,92.435
2025-06-07 00:00:00,147.79,149.73,147.01,149.73,75.201
2025-06-07 04:00:00,149.48,152.4,149.24,152.4,396.117
2025-06-07 08:00:00,152.45,152.52,151.29,151.29,35.16
2025-06-07 12:00:00,151.24,152.31,150.7,151.03,94.081
2025-06-07 16:00:00,151.28,151.46,150.43,150.74,140.799
2025-06-07 20:00:00,150.64,151.45,149.86,149.94,110.501
2025-06-08 00:00:00,149.86,150.37,149.28,149.84,50.093
2025-06-08 04:00:00,149.72,150.35,149.23,149.23,78.92
2025-06-08 08:00:00,149.56,149.56,148.13,149.5,22.728
2025-06-08 12:00:00,149.73,150.95,149.26,150.64,103.544
2025-06-08 16:00:00,150.79,154.44,150.79,154.36,231.23
2025-06-08 20:00:00,154.5,155.1,152.1,152.5,270.985
2025-06-09 00:00:00,152.5,153.0,150.97,151.64,288.757
2025-06-09 04:00:00,151.56,151.89,149.49,150.69,165.953
2025-06-09 08:00:00,150.84,156.33,150.55,155.65,322.918
2025-06-09 12:00:00,155.22,155.63,153.11,155.32,175.777
2025-06-09 16:00:00,155.1,156.69,155.1,155.51,470.439
2025-06-09 20:00:00,156.02,161.49,155.85,160.99,1131.395
2025-06-10 00:00:00,161.0,161.6,158.63,159.39,168.317
2025-06-10 04:00:00,159.16,159.41,157.59,158.26,171.626
2025-06-10 08:00:00,158.58,161.35,157.32,160.57,126.582
2025-06-10 12:00:00,160.78,161.87,156.53,158.15,318.569
2025-06-10 16:00:00,158.04,165.15,157.14,163.45,620.623
2025-06-10 20:00:00,163.48,165.53,163.0,164.92,314.416
2025-06-11 00:00:00,165.12,167.24,163.53,167.24,884.203
2025-06-11 04:00:00,166.63,166.97,164.44,166.45,146.661
2025-06-11 08:00:00,167.07,167.07,164.09,164.42,134.52
2025-06-11 12:00:00,164.45,168.36,163.79,167.07,314.156
2025-06-11 16:00:00,167.28,167.28,162.49,162.68,955.577
2025-06-11 20:00:00,162.51,163.76,159.3,161.07,676.31
2025-06-12 00:00:00,160.85,161.3,159.41,160.06,142.756
2025-06-12 04:00:00,159.75,160.28,158.49,158.87,423.963
2025-06-12 08:00:00,158.5,159.78,157.56,157.75,44.841
2025-06-12 12:00:00,157.83,160.59,156.69,157.0,946.426
2025-06-12 16:00:00,156.97,160.47,154.6,154.97,325.605
2025-06-12 20:00:00,154.94,155.39,152.22,152.63,561.531
2025-06-13 00:00:00,152.57,152.57,141.08,144.87,1846.065
2025-06-13 04:00:00,144.66,145.34,142.8,144.97,352.278
2025-06-13 08:00:00,145.42,146.57,143.94,145.41,1043.182
2025-06-13 12:00:00,145.65,147.65,144.17,147.08,3215.952
2025-06-13 16:00:00,147.47,148.47,144.42,145.0,3533.853
2025-06-13 20:00:00,144.97,148.93,144.97,148.55,160.905
2025-06-14 00:00:00,148.39,148.71,146.5,146.5,187.322
2025-06-14 04:00:00,146.85,147.11,145.9,146.49,1051.174
2025-06-14 08:00:00,146.16,146.27,145.16,145.97,6465.463
2025-06-14 12:00:00,145.59,146.04,143.99,144.68,114.871
2025-06-14 16:00:00,144.89,145.0,143.07,143.77,113.12
2025-06-14 20:00:00,143.49,144.92,142.14,144.78,112.151
2025-06-15 00:00:00,144.88,146.12,144.76,145.84,104.436
2025-06-15 04:00:00,145.84,147.96,145.84,146.07,89.489
2025-06-15 08:00:00,145.9,146.67,144.42,146.66,84.545
2025-06-15 12:00:00,146.67,152.77,146.67,150.61,250.195
2025-06-15 16:00:00,150.81,153.38,150.46,151.84,400.167
2025-06-15 20:00:00,152.16,152.77,148.33,152.77,814.973
2025-06-16 00:00:00,152.79,157.21,151.06,155.47,517.281
2025-06-16 04:00:00,155.99,157.7,155.74,157.06,233.226
2025-06-16 08:00:00,157.39,157.39,154.86,156.59,85.519
2025-06-16 12:00:00,156.32,157.62,154.83,156.19,96.387
2025-06-16 16:00:00,156.5,158.7,156.27,157.54,296.271
2025-06-16 20:00:00,157.65,157.65,150.48,150.48,617.47
2025-06-17 00:00:00,150.68,153.86,147.68,153.32,1721.21
2025-06-17 04:00:00,153.2,154.09,152.48,152.48,251.857
2025-06-17 08:00:00,152.47,152.48,150.41,150.41,28.64
2025-06-17 12:00:00,151.22,151.37,146.69,147.46,273.952
2025-06-17 16:00:00,147.64,150.15,145.82,148.86,636.943
2025-06-17 20:00:00,148.77,149.17,146.46,147.88,40.35
2025-06-18 00:00:00,147.45,148.86,146.89,148.37,292.975
2025-06-18 04:00:00,148.71,149.11,146.65,147.69,511.893
2025-06-18 08:00:00,147.79,148.02,145.38,146.33,97.689
2025-06-18 12:00:00,146.35,146.58,143.96,145.55,321.125
2025-06-18 16:00:00,145.18,146.21,143.85,145.28,618.629
2025-06-18 20:00:00,144.96,147.8,144.42,146.25,1167.354
2025-06-19 00:00:00,146.44,147.74,145.0,146.43,100.995
2025-06-19 04:00:00,146.67,147.26,145.14,145.29,75.422
2025-06-19 08:00:00,145.78,146.48,144.92,145.18,251.374
2025-06-19 12:00:00,145.25,145.43,143.18,143.5,435.471
2025-06-19 16:00:00,143.67,145.89,143.35,145.57,93.099
2025-06-19 20:00:00,145.64,147.37,145.24,147.06,146.782
2025-06-20 00:00:00,147.43,147.5,145.71,145.94,485.585
