timestamp,open,high,low,close,volume
2025-06-01 00:00:00,156.49,156.53,156.39,156.39,1.978
2025-06-01 00:05:00,156.39,156.39,156.39,156.39,0.0
2025-06-01 00:10:00,156.39,156.39,156.39,156.39,0.0
2025-06-01 00:15:00,156.5,156.5,156.21,156.21,0.792
2025-06-01 00:20:00,156.37,156.37,155.94,155.94,0.244
2025-06-01 00:25:00,156.02,156.02,156.02,156.02,0.042
2025-06-01 00:30:00,155.85,155.85,155.82,155.82,11.544
2025-06-01 00:35:00,156.18,156.18,156.18,156.18,0.041
2025-06-01 00:40:00,156.18,156.18,156.18,156.18,0.0
2025-06-01 00:45:00,156.18,156.18,156.18,156.18,0.0
2025-06-01 00:50:00,156.18,156.18,156.18,156.18,0.0
2025-06-01 00:55:00,156.06,156.06,156.06,156.06,0.319
2025-06-01 01:00:00,156.06,156.06,156.06,156.06,0.0
2025-06-01 01:05:00,155.81,155.81,155.81,155.81,0.096
2025-06-01 01:10:00,155.89,155.89,155.89,155.89,0.427
2025-06-01 01:15:00,156.54,156.54,156.54,156.54,0.135
2025-06-01 01:20:00,156.12,156.12,155.79,155.79,2.277
2025-06-01 01:25:00,155.79,155.79,155.79,155.79,0.0
2025-06-01 01:30:00,155.95,155.95,155.95,155.95,0.621
2025-06-01 01:35:00,155.95,155.95,155.95,155.95,0.0
2025-06-01 01:40:00,155.46,155.49,155.41,155.49,1.609
2025-06-01 01:45:00,155.49,155.49,155.49,155.49,0.0
2025-06-01 01:50:00,155.58,155.58,154.66,154.66,4.413
2025-06-01 01:55:00,155.01,155.01,155.01,155.01,0.971
2025-06-01 02:00:00,154.76,154.76,154.73,154.73,52.357
2025-06-01 02:05:00,154.68,154.68,154.4,154.4,103.475
2025-06-01 02:10:00,154.4,154.49,154.23,154.49,7.413
2025-06-01 02:15:00,154.6,154.69,154.6,154.69,1.391
2025-06-01 02:20:00,154.55,154.55,154.55,154.55,0.053
2025-06-01 02:25:00,154.49,154.68,154.49,154.57,0.175
2025-06-01 02:30:00,155.06,155.06,155.06,155.06,0.2
2025-06-01 02:35:00,155.15,155.21,155.15,155.21,1.29
2025-06-01 02:40:00,155.21,155.21,155.21,155.21,0.0
2025-06-01 02:45:00,154.89,154.89,154.89,154.89,0.03
2025-06-01 02:50:00,155.04,155.04,155.04,155.04,0.085
2025-06-01 02:55:00,154.83,154.87,154.83,154.87,1.868
2025-06-01 03:00:00,154.91,154.91,154.69,154.69,1.689
2025-06-01 03:05:00,154.2,154.2,154.16,154.16,1.676
2025-06-01 03:10:00,154.26,154.26,154.26,154.26,0.091
2025-06-01 03:15:00,154.21,154.21,154.21,154.21,0.032
2025-06-01 03:20:00,153.94,153.95,153.62,153.62,5.496
2025-06-01 03:25:00,153.62,153.62,153.62,153.62,0.0
2025-06-01 03:30:00,153.94,153.94,153.94,153.94,0.136
2025-06-01 03:35:00,153.94,153.94,153.94,153.94,0.0
2025-06-01 03:40:00,154.04,154.04,154.04,154.04,0.32
2025-06-01 03:45:00,154.66,154.66,154.49,154.49,0.769
2025-06-01 03:50:00,154.42,154.42,154.42,154.42,3.494
2025-06-01 03:55:00,154.73,154.73,154.73,154.73,1.589
2025-06-01 04:00:00,154.74,154.83,154.64,154.83,6.721
2025-06-01 04:05:00,154.81,154.81,154.63,154.63,2.647
2025-06-01 04:10:00,154.84,154.84,154.84,154.84,0.965
2025-06-01 04:15:00,154.84,154.84,154.84,154.84,0.0
2025-06-01 04:20:00,154.84,154.84,154.84,154.84,0.0
2025-06-01 04:25:00,155.22,155.35,155.22,155.35,0.16
2025-06-01 04:30:00,155.41,155.45,155.41,155.45,0.988
2025-06-01 04:35:00,155.62,155.62,155.62,155.62,0.198
2025-06-01 04:40:00,155.74,155.74,155.74,155.74,19.404
2025-06-01 04:45:00,155.81,155.85,155.74,155.75,1.336
2025-06-01 04:50:00,155.75,155.75,155.75,155.75,0.0
2025-06-01 04:55:00,155.75,155.75,155.75,155.75,0.0
2025-06-01 05:00:00,155.47,155.47,155.46,155.46,0.423
2025-06-01 05:05:00,155.78,155.78,155.78,155.78,0.019
2025-06-01 05:10:00,155.45,155.83,155.45,155.83,12.875
2025-06-01 05:15:00,155.84,155.84,155.84,155.84,0.007
2025-06-01 05:20:00,155.84,155.84,155.84,155.84,0.0
2025-06-01 05:25:00,155.84,155.84,155.84,155.84,0.0
2025-06-01 05:30:00,155.62,155.62,155.61,155.61,0.12
2025-06-01 05:35:00,155.61,155.61,155.61,155.61,0.0
2025-06-01 05:40:00,155.6,155.6,155.58,155.58,4.609
2025-06-01 05:45:00,155.58,155.58,155.58,155.58,0.0
2025-06-01 05:50:00,155.58,155.58,155.58,155.58,0.0
2025-06-01 05:55:00,155.49,155.49,155.49,155.49,0.068
2025-06-01 06:00:00,155.46,155.46,155.46,155.46,0.01
2025-06-01 06:05:00,155.46,155.46,155.46,155.46,0.0
2025-06-01 06:10:00,155.46,155.46,155.46,155.46,0.0
2025-06-01 06:15:00,155.46,155.46,155.46,155.46,0.0
2025-06-01 06:20:00,154.83,154.83,154.74,154.74,0.248
2025-06-01 06:25:00,154.74,154.74,154.74,154.74,0.0
2025-06-01 06:30:00,155.3,155.3,155.3,155.3,0.26
2025-06-01 06:35:00,155.37,155.37,155.37,155.37,0.064
2025-06-01 06:40:00,155.37,155.37,155.37,155.37,0.0
2025-06-01 06:45:00,155.17,155.17,155.17,155.17,0.064
2025-06-01 06:50:00,155.17,155.17,155.17,155.17,0.0
2025-06-01 06:55:00,154.99,155.0,154.99,155.0,0.315
2025-06-01 07:00:00,155.0,155.0,155.0,155.0,0.0
2025-06-01 07:05:00,155.0,155.0,155.0,155.0,0.0
2025-06-01 07:10:00,154.64,154.64,154.5,154.5,379.174
2025-06-01 07:15:00,154.69,154.75,154.66,154.75,8.014
2025-06-01 07:20:00,154.75,154.75,154.75,154.75,0.0
2025-06-01 07:25:00,154.5,154.5,154.49,154.49,0.321
2025-06-01 07:30:00,154.49,154.49,154.49,154.49,0.0
2025-06-01 07:35:00,154.42,154.42,154.42,154.42,1.1
2025-06-01 07:40:00,154.41,154.41,154.41,154.41,0.065
2025-06-01 07:45:00,154.47,154.47,154.22,154.22,4.338
2025-06-01 07:50:00,154.22,154.22,154.22,154.22,0.0
2025-06-01 07:55:00,154.22,154.22,154.22,154.22,0.0
2025-06-01 08:00:00,154.22,154.22,154.22,154.22,0.0
2025-06-01 08:05:00,154.22,154.22,154.22,154.22,0.0
2025-06-01 08:10:00,154.22,154.22,154.22,154.22,0.0
2025-06-01 08:15:00,154.22,154.22,154.22,154.22,0.0
2025-06-01 08:20:00,153.86,153.86,153.71,153.71,1.812
2025-06-01 08:25:00,153.68,153.68,153.5,153.5,0.561
2025-06-01 08:30:00,153.5,153.5,153.5,153.5,0.0
2025-06-01 08:35:00,153.67,153.67,153.29,153.29,2.875
2025-06-01 08:40:00,153.31,153.45,153.3,153.45,0.715
2025-06-01 08:45:00,153.45,153.45,153.35,153.35,0.259
2025-06-01 08:50:00,153.22,153.22,153.13,153.14,1.333
2025-06-01 08:55:00,153.05,153.05,153.03,153.03,0.964
2025-06-01 09:00:00,153.03,153.03,153.03,153.03,0.0
2025-06-01 09:05:00,153.02,153.02,152.5,152.5,10.074
2025-06-01 09:10:00,152.5,152.5,152.5,152.5,0.0
2025-06-01 09:15:00,152.8,152.8,152.4,152.4,7.749
2025-06-01 09:20:00,152.32,152.32,151.92,151.92,3.656
2025-06-01 09:25:00,151.92,151.92,151.8,151.8,20.181
